82,12.65,-8
109,51.84,5.86
124,39.91,116.41
123,47.25,-122.44
159,14.75,-17.33
22,5.49,10.41
137,-15.12,39.27
161,14.03,-0.03
90,51.98,5.91
112,10.67,122.95
42,52.08,4.31
94,-1.28,36.82
95,52.16,4.49
172,-6.82,36.27
167,40.71,-74.01
158,14.082054,-87.206285
43,52.03245,5.088991
92,52.312202,6.929313
121,51.050991,13.733634
160,12.066667,0.35
60,12.97,77.594376
170,51.421308,5.403613
59,52.273815,5.166596
139,40.183333,44.516667
197,42.254255,-73.366221
234,52.011899,4.360257
19,23.709921,90.407143
173,21.466222,83.975164
212,52.091262,5.122748
190,51.690089,5.303691
153,27.702871,85.318244
223,31.0406,30.47
122,13.04708,3.20391
154,14.14322,-16.09609
7,-3.365789,36.67445
242,-19.833333,34.85
200,51.436596,5.478001
220,-22.876305,-42.339332
108,-1.950106,30.058769
56,52.161087,4.490153
140,3.420542,-76.522222
39,-18.766947,46.869107
16,39.290385,-76.612189
131,43.6525,-79.381667
12,22.572646,88.363895
227,52.14321,4.394847
148,-15.408193,28.287167
138,-12.96827,28.633699
182,50.849847,5.687259
179,9.915997,78.121847
146,21.36586,103.007401
243,52.746889,5.218051
239,51.964993,6.287642
213,43.615583,-84.247212
230,51.308898,3.778016
228,40.416691,-3.700345
183,52.373801,4.890935
126,51.890865,8.873695
52,52.373801,4.890935
142,-1.283333,36.816667
48,9.058036,7.489061
149,31.654734,-106.421048
233,51.964641,5.662361
25,27.702871,85.318244
28,9.022736,38.746799
29,48.86,2.350987
198,-34.608417,-58.373161
83,12.364637,-1.533864
210,11.13,78.656894
14,28.635308,77.22496
133,19.42705,-99.127571
75,52.223991,5.170999
18,47.216842,-1.556744
31,44.20952,22.775632
191,51.436596,5.478001
177,51.964641,5.662361
37,48.8371,2.48797
134,38.895112,-77.036366
205,-4.817443,34.743549
127,51.589322,4.774491
91,52.011899,4.360257
98,9.022736,38.746799
162,52.559043,5.915123
26,-15.816667,35.05
244,0.316667,32.583333
2,-7.77,35.69
34,52.078289,4.313685
199,-34.53,-58.473816
106,52.091262,5.122748
184,12.971606,77.594376
219,-22.903539,-43.209587
151,-6.268991,106.806039
152,52.373801,4.890935
188,51.678891,5.399247
166,27.666469,84.331279
99,27.702871,85.318244
169,52.091262,5.122748
128,1.289407,103.849962
147,34.052234,-118.243685
241,-22.903539,-43.209587
237,22.24786,114.203384
238,-37.814251,144.963169
235,19.42705,-99.127571
229,1.289407,103.849962
236,-6.822921,39.269661
215,12.364637,-1.533864
30,41.009625,44.384086
130,44.388799,7.547111
74,0.32,32.583333
143,49.94807,36.212298
135,29.762884,-95.383061
111,51.455313,-2.591902
195,52.661386,6.74179
203,17.385044,78.486671
77,51.627244,5.881429
217,52.373801,4.890935
44,52.29577,4.903752
155,27.702871,85.318244
20,23.709921,90.407143
53,52.156589,5.388917
240,31.448155,-109.928408
1,51.81,5.247909
15,51.830609,4.690865
45,22.366667,90.833333
58,-21.453611,47.085833
110,51.500152,-0.126236
105,-25.746019,28.18712
180,52.091262,5.122748
35,52.373801,4.890935
201,47.192492,8.851075
71,51.455677,3.576488
226,51.349632,5.457808
181,51.964641,5.662361
32,32.157435,-82.907123
174,-27.46758,153.027892
164,52.216281,5.964637
132,-17.82922,31.053961
103,51.502134,3.887046
193,51.280246,4.054323
245,52.31,6.52
129,11.55,104.916667
185,52.373801,4.890935
104,52.078289,4.313685
21,12.364637,-1.533864
86,23.265765,69.097023
47,52.00637,6.034113
204,-0.09516,34.74733
208,52.373801,4.890935
192,51.280246,4.054323
156,10.80289,78.698753
57,-9.304394,34.779603
66,46.20381,6.139959
67,46.20381,6.139959
64,46.20381,6.139959
68,56.661445,16.362723
79,52.494931,5.071186
8,52.379493,4.637718
27,9.41,-0.853333
114,51.56,5.090625
100,27.702871,85.318244
216,52.373801,4.890935
189,51.627244,5.881429
225,51.986754,4.667884
176,51.964641,5.662361
50,52.011899,4.360257
115,52.405594,4.62266
214,51.6,5.226641
150,52.307433,6.52168
55,52.29577,4.903752
202,9.022736,38.746799
102,52.011899,4.360257
157,40.714269,-74.005973
101,52.078289,4.313685
141,-17.82922,31.053961
187,-1.280336,36.709679
186,-28.32641,153.395975
118,56.170403,14.863007
120,58.594702,16.183607
144,-29.857003,31.024794
46,52.255925,6.161337
41,41.55386,60.621769
69,52.273299,5.243605
206,17.664511,82.615517
33,45.840965,29.608056
81,50.777143,5.912476
17,-18.914872,47.531612
113,52.03245,5.088991
221,52.373801,4.890935
87,23.229391,72.651974
171,43.6525,-79.381667
13,52.010271,4.709833
136,39.739154,-104.984703
165,51.588467,5.326347
36,52.091262,5.122748
65,52.078289,4.313685
96,52.223991,5.170999
145,-29.1225,26.21741
88,9.796606,124.24216
93,35.166667,33.366667
222,52.373801,4.890935
211,18.560659,73.896299
80,52.03245,5.088991
209,52.03245,5.088991
196,51.624488,5.178197
89,52.13,4.658053
207,52.216281,5.964637
