Time,rsr-backend - 100mb growth,rsr-backend - 10mb growth,rsr-backend - 50mb growth,rsr-reports - 10mb growth,rsr-reports - 50mb growth
2025-08-27 08:30:00,4.5,69.24074074074073,15.555555555555555,109.13999999999996,0.0
2025-08-27 08:45:00,8.421052631578947,126.52719665271964,28.11715481171548,175.46218487394958,0.0
2025-08-27 09:00:00,5.472860153256706,85.95248715857124,17.819418069459893,132.41340446735393,0.0
2025-08-27 09:15:00,3.5,60.38095238095239,13.61904761904762,89.4915254237288,0.0
2025-08-27 09:30:00,3.5,62.30434782608696,14.734850006772314,100.11363636363636,0.0
2025-08-27 09:45:00,,2.5,0.0,20.639215226337445,0.0
2025-08-27 10:00:00,,4.191351515151515,0.0,35.33636673015873,0.0
2025-08-27 10:15:00,,5.454545454545454,0.0,75.54357219430486,0.0
2025-08-27 10:30:00,,,,79.61904761904762,0.0
2025-08-27 10:45:00,,1.2765957446808511,0.0,102.31295321637428,0.0
2025-08-27 11:00:00,0.0,27.999999999999996,4.307692307692307,257.6648873333333,0.0
2025-08-27 11:15:00,0.0,27.999999999999996,4.307692307692307,244.58695652173915,0.0
2025-08-27 11:30:00,0.0,30.06758074074073,6.190452810457517,281.6571692444081,0.0
2025-08-27 11:45:00,0.0,33.559322033898304,8.135593220338983,339.40987089147524,0.0
2025-08-27 12:00:00,0.0,44.63052767676767,9.35697090909091,273.4177215189874,0.0
2025-08-27 12:15:00,0.0,49.08869779735682,10.218478707782673,328.7485608187135,0.0
2025-08-27 12:30:00,0.0,46.21737270550678,7.189369087523278,292.6201331741444,0.0
2025-08-27 12:45:00,0.0,38.27586206896552,5.172413793103448,220.541946693078,0.0
2025-08-27 13:00:00,,6.5,0.0,143.32662920353982,0.0
2025-08-27 13:15:00,,7.370973333333333,0.0,86.35983263598325,0.0
2025-08-27 13:30:00,0.0,66.14580392156863,3.062284967320261,204.48050319634703,0.0
2025-08-27 13:45:00,0.0,82.31666666666665,4.133333333333334,260.16806722689074,0.0
2025-08-27 14:00:00,0.0,87.59910113821138,4.185863946784922,272.78666666666663,0.0
2025-08-27 14:15:00,17.548387096774196,199.64166666666668,37.61666666666667,461.4803921568627,0.0
